epoch,loss,out_caps_acc,out_caps_loss,out_recon_loss,val_loss,val_out_caps_acc,val_out_caps_loss,val_out_recon_loss
0,0.3161946915663206,0.6653846153846154,0.3161792954573264,0.03079375925545509,0.3390899896621704,0.6000000238418579,0.3390732407569885,0.0334702804684639
1,0.27118313972078284,0.6634382566008672,0.2711679373180029,0.030402610993991466,0.30778175592422485,0.6000000238418579,0.3077653646469116,0.03276992216706276
2,0.25417002691672397,0.6757211538461538,0.25415527591338527,0.029502592379084,0.2902732491493225,0.6000000238418579,0.2902573347091675,0.03181282430887222
3,0.2557761629614934,0.6721549638535729,0.25576194850930867,0.028430972178861248,0.31704387068748474,0.6000000238418579,0.31702861189842224,0.03053658828139305
4,0.25726507672896753,0.6675480769230769,0.25725195430792297,0.02624450423396551,0.29420381784439087,0.5833333134651184,0.29418957233428955,0.02849036082625389
5,0.2583630795628915,0.6619854722992848,0.2583511146448426,0.02392906225748703,0.2851928174495697,0.6000000238418579,0.285180002450943,0.025645079091191292
6,0.2473319951399764,0.6748184020813672,0.2473216340054034,0.02072247213009772,0.29429423809051514,0.6000000238418579,0.2942829728126526,0.0225030779838562
7,0.2519479435223799,0.6706730769230769,0.2519389120432047,0.018061034180797065,0.28509798645973206,0.5833333134651184,0.28508761525154114,0.020732872188091278
